,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Pleasantville village, New York: Summary level: 160, state:36> place:58728",7055,6429,5901,268,0,143,0,0,117,8,109,626
"Plessis CDP, New York: Summary level: 160, state:36> place:58739",67,67,67,0,0,0,0,0,0,0,0,0
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",1122,1122,1122,0,0,0,0,0,0,0,0,0
"Point Lookout CDP, New York: Summary level: 160, state:36> place:58849",1250,1204,1204,0,0,0,0,0,0,0,0,46
"Poland village, New York: Summary level: 160, state:36> place:58937",454,442,416,1,0,0,0,0,25,0,25,12
"Pomona village, New York: Summary level: 160, state:36> place:58992",3164,2711,1861,457,46,240,0,42,65,13,52,453
"Poquott village, New York: Summary level: 160, state:36> place:59157",937,883,756,0,0,87,0,0,40,2,38,54
"Port Byron village, New York: Summary level: 160, state:36> place:59212",1308,1271,1253,16,0,0,0,0,2,0,2,37
"Port Chester village, New York: Summary level: 160, state:36> place:59223",29107,12780,9313,2530,0,631,0,175,131,19,112,16327
"Port Dickinson village, New York: Summary level: 160, state:36> place:59245",1432,1402,1378,5,0,0,0,0,19,0,19,30
"Port Ewen CDP, New York: Summary level: 160, state:36> place:59311",3473,3425,2963,233,0,79,0,0,150,0,150,48
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",457,457,450,0,0,0,0,0,7,0,7,0
"Port Henry village, New York: Summary level: 160, state:36> place:59333",1188,1183,1058,26,5,5,0,0,89,0,89,5
"Port Jefferson village, New York: Summary level: 160, state:36> place:59355",7767,7147,6544,105,0,397,0,0,101,4,97,620
"Port Jefferson Station CDP, New York: Summary level: 160, state:36> place:59377",8651,6919,6448,37,13,384,0,10,27,0,27,1732
"Port Jervis city, New York: Summary level: 160, state:36> place:59388",8774,7988,6613,730,21,211,0,20,393,0,393,786
"Port Leyden village, New York: Summary level: 160, state:36> place:59454",698,690,684,0,0,0,0,0,6,0,6,8
"Portville village, New York: Summary level: 160, state:36> place:59498",1080,1076,1035,3,0,0,0,0,38,0,38,4
"Port Washington CDP, New York: Summary level: 160, state:36> place:59520",16136,13427,11894,436,0,842,0,5,250,5,245,2709
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",3163,3019,2507,193,0,282,0,0,37,0,37,144
"Potsdam village, New York: Summary level: 160, state:36> place:59564",9568,9171,8316,393,70,193,17,0,182,9,173,397
"Pottersville CDP, New York: Summary level: 160, state:36> place:59619",678,662,615,10,0,26,0,0,11,0,11,16
"Poughkeepsie city, New York: Summary level: 160, state:36> place:59641",31172,24659,12335,10738,59,544,0,60,923,8,915,6513
"Prattsburgh CDP, New York: Summary level: 160, state:36> place:59708",755,741,741,0,0,0,0,0,0,0,0,14
"Prattsville CDP, New York: Summary level: 160, state:36> place:59740",259,259,259,0,0,0,0,0,0,0,0,0
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",321,321,318,0,0,3,0,0,0,0,0,0
"Prospect village, New York: Summary level: 160, state:36> place:59883",218,218,206,0,0,1,0,0,11,0,11,0
"Pulaski village, New York: Summary level: 160, state:36> place:59960",2242,2225,2204,0,0,8,0,0,13,0,13,17
"Pultneyville CDP, New York: Summary level: 160, state:36> place:59993",678,678,678,0,0,0,0,0,0,0,0,0
"Putnam Lake CDP, New York: Summary level: 160, state:36> place:60103",4097,3654,3333,137,0,142,0,0,42,16,26,443
"Quiogue CDP, New York: Summary level: 160, state:36> place:60408",602,446,446,0,0,0,0,0,0,0,0,156
"Quogue village, New York: Summary level: 160, state:36> place:60422",780,773,638,86,13,12,0,0,24,0,24,7
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",1411,1360,1242,26,46,10,0,0,36,0,36,51
"Rapids CDP, New York: Summary level: 160, state:36> place:60609",1340,1323,1265,0,27,0,0,0,31,0,31,17
"Ravena village, New York: Summary level: 160, state:36> place:60675",3267,3103,2805,208,0,27,0,0,63,0,63,164
"Randolph CDP, New York: Summary level: 160, state:36> place:60756",1250,1180,1152,0,7,0,0,0,21,0,21,70
"Red Creek village, New York: Summary level: 160, state:36> place:60829",651,633,611,19,0,0,0,0,3,3,0,18
"Redford CDP, New York: Summary level: 160, state:36> place:60884",461,461,461,0,0,0,0,0,0,0,0,0
"Red Hook village, New York: Summary level: 160, state:36> place:60895",1798,1701,1581,1,0,66,0,0,53,4,49,97
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",3660,3247,2874,295,0,11,0,22,45,0,45,413
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",525,525,511,0,0,0,0,14,0,0,0,0
"Remsen village, New York: Summary level: 160, state:36> place:61115",602,580,524,13,0,6,0,0,37,0,37,22
"Remsenburg-Speonk CDP, New York: Summary level: 160, state:36> place:61142",2265,2018,1845,46,0,93,0,0,34,0,34,247
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",9451,9132,8011,393,2,268,0,16,442,0,442,319
"Rensselaer Falls village, New York: Summary level: 160, state:36> place:61159",380,373,373,0,0,0,0,0,0,0,0,7
"Retsof CDP, New York: Summary level: 160, state:36> place:61236",143,143,143,0,0,0,0,0,0,0,0,0
"Rhinebeck village, New York: Summary level: 160, state:36> place:61346",2658,2567,2461,22,0,64,0,0,20,0,20,91
"Rhinecliff CDP, New York: Summary level: 160, state:36> place:61368",574,518,504,7,0,5,0,0,2,0,2,56
"Richburg village, New York: Summary level: 160, state:36> place:61434",675,666,666,0,0,0,0,0,0,0,0,9
"Richfield Springs village, New York: Summary level: 160, state:36> place:61489",1123,1114,1040,0,23,40,0,0,11,0,11,9
"Richmondville village, New York: Summary level: 160, state:36> place:61588",923,864,833,0,17,0,0,0,14,0,14,59
"Richville village, New York: Summary level: 160, state:36> place:61621",405,399,384,2,0,5,0,0,8,1,7,6
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",12882,12028,10992,643,0,298,0,0,95,7,88,854
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",885,885,885,0,0,0,0,0,0,0,0,0
"Ripley CDP, New York: Summary level: 160, state:36> place:61874",796,793,779,14,0,0,0,0,0,0,0,3
"Riverhead CDP, New York: Summary level: 160, state:36> place:61973",13370,10550,7686,2382,9,254,44,0,175,8,167,2820
"Riverside village, New York: Summary level: 160, state:36> place:62061",535,534,480,12,5,31,0,0,6,0,6,1
"Riverside CDP, New York: Summary level: 160, state:36> place:62066",4673,3771,1981,1766,0,0,0,0,24,24,0,902
"Rochester city, New York: Summary level: 160, state:36> place:63000",210624,175487,78913,82180,600,6886,34,1137,5737,227,5510,35137
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",1642,1491,1244,142,3,75,0,0,27,0,27,151
"Rockville Centre village, New York: Summary level: 160, state:36> place:63264",24048,22001,19974,1169,55,409,0,105,289,0,289,2047
"Rocky Point CDP, New York: Summary level: 160, state:36> place:63319",14062,12754,12457,80,0,33,0,54,130,0,130,1308
"Rodman CDP, New York: Summary level: 160, state:36> place:63330",185,174,173,0,0,1,0,0,0,0,0,11
"Rome city, New York: Summary level: 160, state:36> place:63418",33375,31546,28311,1792,56,351,31,131,874,10,864,1829
"Romulus CDP, New York: Summary level: 160, state:36> place:63429",676,621,616,5,0,0,0,0,0,0,0,55
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",19623,17564,16332,328,51,659,0,0,194,12,182,2059
"Roosevelt CDP, New York: Summary level: 160, state:36> place:63506",16215,11376,386,10267,0,111,0,111,501,45,456,4839
"Roscoe CDP, New York: Summary level: 160, state:36> place:63583",706,706,699,7,0,0,0,0,0,0,0,0
"Rosendale Hamlet CDP, New York: Summary level: 160, state:36> place:63742",1725,1491,1471,17,0,0,0,0,3,0,3,234
"Roslyn village, New York: Summary level: 160, state:36> place:63770",2784,2607,2200,82,0,238,0,0,87,51,36,177
"Roslyn Estates village, New York: Summary level: 160, state:36> place:63792",1236,1220,1102,15,0,86,0,0,17,0,17,16
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",1072,1055,884,13,0,133,0,0,25,0,25,17
"Roslyn Heights CDP, New York: Summary level: 160, state:36> place:63814",6904,6105,4109,308,0,1469,0,54,165,36,129,799
"Rotterdam CDP, New York: Summary level: 160, state:36> place:63924",20810,20232,19111,307,7,324,0,86,397,31,366,578
"Round Lake village, New York: Summary level: 160, state:36> place:63957",485,462,443,0,3,3,0,0,13,0,13,23
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",2324,2301,2244,34,0,19,0,0,4,0,4,23
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",308,308,298,10,0,0,0,0,0,0,0,0
"Rushville village, New York: Summary level: 160, state:36> place:64199",716,682,659,16,0,0,0,0,7,0,7,34
"Russell Gardens village, New York: Summary level: 160, state:36> place:64232",831,816,585,8,0,215,0,0,8,0,8,15
"Rye city, New York: Summary level: 160, state:36> place:64309",15805,14885,13769,143,8,724,0,46,195,15,180,920
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",9391,8534,7851,231,1,437,0,0,14,0,14,857
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",1454,1393,1319,11,0,18,0,4,41,3,38,61
"Saddle Rock village, New York: Summary level: 160, state:36> place:64430",1059,1043,942,3,0,86,0,0,12,0,12,16
"Saddle Rock Estates CDP, New York: Summary level: 160, state:36> place:64441",416,410,406,0,0,4,0,0,0,0,0,6
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",256,256,248,8,0,0,0,0,0,0,0,0
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",1943,1749,1494,167,0,5,0,0,83,0,83,194
"St. Bonaventure CDP, New York: Summary level: 160, state:36> place:64551",1991,1874,1649,136,7,40,0,0,42,0,42,117
"St. James CDP, New York: Summary level: 160, state:36> place:64584",13013,12648,12250,114,36,133,0,0,115,0,115,365
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",1508,1486,1464,0,5,0,0,0,17,0,17,22
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",389,389,389,0,0,0,0,0,0,0,0,0
"Salamanca city, New York: Summary level: 160, state:36> place:64749",5746,5526,4135,79,1011,45,0,0,256,11,245,220
"Salem village, New York: Summary level: 160, state:36> place:64771",841,814,809,2,0,0,0,0,3,0,3,27
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",12312,10888,8660,381,0,1699,0,16,132,5,127,1424
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",267,267,243,0,0,0,0,0,24,0,24,0
"Saltaire village, New York: Summary level: 160, state:36> place:64881",62,53,51,0,0,2,0,0,0,0,0,9
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",431,431,429,0,2,0,0,0,0,0,0,0
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",1162,1155,1047,108,0,0,0,0,0,0,0,7
"Sand Ridge CDP, New York: Summary level: 160, state:36> place:65024",1006,1006,902,9,23,0,0,0,72,0,72,0
"Sands Point village, New York: Summary level: 160, state:36> place:65035",2693,2542,2408,10,0,90,0,6,28,15,13,151
"Sandy Creek village, New York: Summary level: 160, state:36> place:65068",813,803,737,0,0,51,0,0,15,0,15,10
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",6050,6016,5748,62,16,34,0,0,156,0,156,34
"Saratoga Springs city, New York: Summary level: 160, state:36> place:65255",26858,25795,23979,638,12,539,0,9,618,110,508,1063
"Saugerties village, New York: Summary level: 160, state:36> place:65288",3951,3473,3391,25,10,0,0,20,27,7,20,478
"Saugerties South CDP, New York: Summary level: 160, state:36> place:65310",2256,2228,1983,117,0,97,0,31,0,0,0,28
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",480,480,463,11,6,0,0,0,0,0,0,0
"Savona village, New York: Summary level: 160, state:36> place:65354",602,594,578,3,3,4,0,0,6,1,5,8
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",16178,15477,15094,114,21,143,0,0,105,0,105,701
"Scarsdale village, New York: Summary level: 160, state:36> place:65431",17337,16657,13665,202,0,2407,0,22,361,0,361,680
"Schaghticoke village, New York: Summary level: 160, state:36> place:65475",540,530,529,0,1,0,0,0,0,0,0,10
"Schenectady city, New York: Summary level: 160, state:36> place:65508",65990,58952,37211,12986,512,3244,98,2361,2540,321,2219,7038
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",373,373,371,2,0,0,0,0,0,0,0,0
"Schoharie village, New York: Summary level: 160, state:36> place:65585",900,860,828,26,2,0,0,4,0,0,0,40
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",750,737,623,4,0,110,0,0,0,0,0,13
"Schuylerville village, New York: Summary level: 160, state:36> place:65750",1649,1647,1586,10,5,13,0,0,33,0,33,2
"Scio CDP, New York: Summary level: 160, state:36> place:65761",517,514,509,0,5,0,0,0,0,0,0,3
"Scotchtown CDP, New York: Summary level: 160, state:36> place:65882",9866,7229,4342,1826,92,586,0,29,354,13,341,2637
"Scotia village, New York: Summary level: 160, state:36> place:65893",7723,7446,6985,201,0,64,0,6,190,0,190,277
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",121,121,121,0,0,0,0,0,0,0,0,0
"Scotts Corners CDP, New York: Summary level: 160, state:36> place:65948",535,523,523,0,0,0,0,0,0,0,0,12
"Scottsville village, New York: Summary level: 160, state:36> place:65959",2381,2279,2068,148,0,20,0,0,43,0,43,102
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",4990,4650,4222,237,0,80,0,72,39,0,39,340
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",15527,14579,14169,2,0,281,0,0,127,7,120,948
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",4352,4249,2353,9,0,1857,0,0,30,30,0,103
"Selden CDP, New York: Summary level: 160, state:36> place:66212",20474,16377,14514,408,0,1071,0,25,359,39,320,4097
"Seneca Falls CDP, New York: Summary level: 160, state:36> place:66322",6667,6572,6264,12,71,60,8,0,157,0,157,95
"Seneca Knolls CDP, New York: Summary level: 160, state:36> place:66366",1973,1963,1875,29,17,10,0,0,32,0,32,10
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",15069,14294,12444,211,0,1321,0,0,318,13,305,775
"Sharon Springs village, New York: Summary level: 160, state:36> place:66663",442,439,421,0,0,15,0,0,3,0,3,3
"Shelter Island CDP, New York: Summary level: 160, state:36> place:66828",1155,1048,1007,0,0,0,0,0,41,0,41,107
"Shelter Island Heights CDP, New York: Summary level: 160, state:36> place:66850",1316,1316,1310,2,0,4,0,0,0,0,0,0
"Shenorock CDP, New York: Summary level: 160, state:36> place:66872",1761,1659,1539,45,0,75,0,0,0,0,0,102
"Sherburne village, New York: Summary level: 160, state:36> place:66883",1307,1268,1214,11,0,0,0,0,43,0,43,39
"Sherman village, New York: Summary level: 160, state:36> place:66949",650,633,622,0,0,0,0,0,11,0,11,17
"Sherrill city, New York: Summary level: 160, state:36> place:66993",3081,3000,2944,44,0,12,0,0,0,0,0,81
"Shinnecock Hills CDP, New York: Summary level: 160, state:36> place:67048",2412,1687,1416,23,8,182,0,0,58,19,39,725
"Shirley CDP, New York: Summary level: 160, state:36> place:67070",25214,21149,17277,1598,3,1205,0,194,872,559,313,4065
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",994,900,777,32,0,0,0,41,50,0,50,94
"Shoreham village, New York: Summary level: 160, state:36> place:67191",519,497,479,0,0,14,0,0,4,0,4,22
"Shortsville village, New York: Summary level: 160, state:36> place:67257",1345,1334,1264,9,10,0,0,0,51,0,51,11
"Shrub Oak CDP, New York: Summary level: 160, state:36> place:67279",2189,1764,1601,0,23,140,0,0,0,0,0,425
"Sidney village, New York: Summary level: 160, state:36> place:67334",3891,3761,3604,0,0,127,0,0,30,0,30,130
"Silver Creek village, New York: Summary level: 160, state:36> place:67411",2630,2593,2577,0,11,0,0,0,5,0,5,37
"Silver Springs village, New York: Summary level: 160, state:36> place:67466",762,761,742,1,2,6,0,0,10,0,10,1
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",528,516,509,0,3,0,0,0,4,0,4,12
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",2507,2453,2430,0,10,4,0,0,9,0,9,54
"Sleepy Hollow village, New York: Summary level: 160, state:36> place:67638",9914,4863,4116,229,0,360,0,0,158,32,126,5051
"Sloan village, New York: Summary level: 160, state:36> place:67686",3631,3621,3448,59,0,77,0,0,37,0,37,10
"Sloatsburg village, New York: Summary level: 160, state:36> place:67708",3073,2789,2546,118,11,82,0,0,32,0,32,284
"Smallwood CDP, New York: Summary level: 160, state:36> place:67730",317,285,282,3,0,0,0,0,0,0,0,32
"Smithtown CDP, New York: Summary level: 160, state:36> place:67851",26241,25103,23823,287,0,787,0,46,160,0,160,1138
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",497,497,444,9,0,0,6,0,38,0,38,0
"Smyrna village, New York: Summary level: 160, state:36> place:68099",194,194,193,0,0,0,0,1,0,0,0,0
"Sodus village, New York: Summary level: 160, state:36> place:68209",2356,2205,1769,372,13,16,0,0,35,0,35,151
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",994,964,919,26,3,0,0,0,16,0,16,30
"Solvay village, New York: Summary level: 160, state:36> place:68286",6542,6183,5888,132,43,9,0,0,111,99,12,359
"Sound Beach CDP, New York: Summary level: 160, state:36> place:68374",7712,6831,6598,11,0,190,0,0,32,0,32,881
"Southampton village, New York: Summary level: 160, state:36> place:68462",3134,2984,2346,428,0,175,0,35,0,0,0,150
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",3227,2743,2485,170,7,34,0,0,47,0,47,484
"South Corning village, New York: Summary level: 160, state:36> place:68847",1091,1091,938,71,0,31,0,0,51,0,51,0
"South Dayton village, New York: Summary level: 160, state:36> place:68891",762,753,750,0,0,0,0,0,3,0,3,9
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",2844,1846,1552,244,3,47,0,0,0,0,0,998
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",14673,13412,12374,266,0,674,0,9,89,0,89,1261
"South Floral Park village, New York: Summary level: 160, state:36> place:69023",2060,1664,170,1241,0,107,0,29,117,43,74,396
"South Glens Falls village, New York: Summary level: 160, state:36> place:69078",3561,3484,3343,127,14,0,0,0,0,0,0,77
"South Hempstead CDP, New York: Summary level: 160, state:36> place:69188",3111,2432,1952,382,0,84,0,4,10,0,10,679
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",6316,5947,5325,261,0,227,8,43,83,18,65,369
"South Huntington CDP, New York: Summary level: 160, state:36> place:69254",9367,8596,7837,159,13,515,0,21,51,0,51,771
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",179,179,179,0,0,0,0,0,0,0,0,0
"South Lockport CDP, New York: Summary level: 160, state:36> place:69386",8276,8019,7271,386,0,288,0,0,74,0,74,257
"South Nyack village, New York: Summary level: 160, state:36> place:69441",3538,3332,2451,444,0,338,0,18,81,15,66,206
"Southold CDP, New York: Summary level: 160, state:36> place:69452",6253,6133,5919,0,0,28,0,39,147,0,147,120
"Southport CDP, New York: Summary level: 160, state:36> place:69606",7284,6923,6190,129,168,78,0,0,358,0,358,361
"South Valley Stream CDP, New York: Summary level: 160, state:36> place:69892",6419,5514,2382,2000,0,1048,0,35,49,0,49,905
"Spackenkill CDP, New York: Summary level: 160, state:36> place:70035",3912,3475,3099,63,0,244,0,0,69,5,64,437
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",1184,998,879,72,0,47,0,0,0,0,0,186
"Speculator village, New York: Summary level: 160, state:36> place:70123",331,324,287,12,0,2,0,0,23,0,23,7
"Spencer village, New York: Summary level: 160, state:36> place:70167",1012,1009,998,9,0,2,0,0,0,0,0,3
"Spencerport village, New York: Summary level: 160, state:36> place:70189",3591,3390,3266,83,0,0,0,0,41,0,41,201
"Springs CDP, New York: Summary level: 160, state:36> place:70387",6246,3962,3694,52,190,0,0,26,0,0,0,2284
"Spring Valley village, New York: Summary level: 160, state:36> place:70420",31742,21189,8261,11673,0,839,0,127,289,13,276,10553
"Springville village, New York: Summary level: 160, state:36> place:70442",4298,4210,4010,76,7,28,0,0,89,0,89,88
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",399,399,392,0,0,0,7,0,0,0,0,0
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",466,456,432,24,0,0,0,0,0,0,0,10
"Stamford village, New York: Summary level: 160, state:36> place:70618",1313,1233,1225,0,0,0,0,0,8,0,8,80
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",955,947,938,0,0,9,0,0,0,0,0,8
"Star Lake CDP, New York: Summary level: 160, state:36> place:70849",884,875,824,7,19,23,0,0,2,0,2,9
"Stewart Manor village, New York: Summary level: 160, state:36> place:71267",2288,2035,1767,50,0,157,0,30,31,31,0,253
"Stillwater village, New York: Summary level: 160, state:36> place:71322",1962,1875,1833,4,0,9,0,0,29,0,29,87
"Stone Ridge CDP, New York: Summary level: 160, state:36> place:71597",1407,1407,1276,1,0,115,0,0,15,0,15,0
"Stony Brook CDP, New York: Summary level: 160, state:36> place:71608",13459,12769,11440,306,0,971,0,0,52,5,47,690
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",8552,7668,3039,842,23,3405,0,35,324,112,212,884
"Stony Point CDP, New York: Summary level: 160, state:36> place:71663",12516,10396,9304,626,0,392,0,29,45,9,36,2120
"Stottville CDP, New York: Summary level: 160, state:36> place:71718",1508,1508,1453,50,0,0,0,0,5,0,5,0
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",579,579,570,9,0,0,0,0,0,0,0,0
"Suffern village, New York: Summary level: 160, state:36> place:71894",10803,9183,7723,686,36,544,0,48,146,11,135,1620
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",659,659,646,13,0,0,0,0,0,0,0,0
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",3852,3499,3110,190,0,97,0,0,102,10,92,353
"Sylvan Beach village, New York: Summary level: 160, state:36> place:72521",883,883,878,0,2,0,0,0,3,0,3,0
"Syosset CDP, New York: Summary level: 160, state:36> place:72554",18959,17856,13293,134,47,4080,0,24,278,48,230,1103
"Syracuse city, New York: Summary level: 160, state:36> place:73000",144742,132938,75748,41028,1176,8481,41,437,6027,188,5839,11804
"Tannersville village, New York: Summary level: 160, state:36> place:73143",522,415,390,6,13,0,0,0,6,0,6,107
"Tappan CDP, New York: Summary level: 160, state:36> place:73154",6955,6132,4473,272,2,1328,0,6,51,0,51,823
"Tarrytown village, New York: Summary level: 160, state:36> place:73176",11342,9137,7662,640,5,481,0,179,170,20,150,2205
"Terryville CDP, New York: Summary level: 160, state:36> place:73352",11855,9663,9062,7,0,390,0,0,204,0,204,2192
"Thendara CDP, New York: Summary level: 160, state:36> place:73459",169,169,169,0,0,0,0,0,0,0,0,0
