,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Cayuga village, New York: Summary level: 160, state:36> place:13068",494,55625,32574,220,1,7,22,5,12,2,16,9,18,22,16,28,19,22,20,1
"Weedsport village, New York: Summary level: 160, state:36> place:79015",726,53393,27867,769,38,40,40,28,41,39,31,62,27,80,101,77,67,45,30,23
"Mooers CDP, New York: Summary level: 160, state:36> place:48241",-666666666,41838,27186,229,19,0,0,61,0,0,22,17,0,58,15,19,0,0,18,0
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",1005,61778,31729,1094,9,34,36,43,98,46,64,45,19,121,127,206,80,111,26,29
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",963,96544,78233,1089,33,31,55,48,28,36,20,15,11,68,99,113,111,66,111,244
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",767,46944,23727,1398,56,97,147,114,72,114,0,71,70,109,162,179,149,45,13,0
"Little Falls city, New York: Summary level: 160, state:36> place:42741",612,40641,24132,1820,136,167,232,93,96,99,77,89,68,156,170,145,108,94,37,53
"Newport village, New York: Summary level: 160, state:36> place:50573",396,36806,25849,253,22,18,21,18,23,18,12,20,2,24,7,25,25,3,10,5
"Copake Lake CDP, New York: Summary level: 160, state:36> place:18124",622,39792,38737,228,0,7,13,0,0,29,67,4,0,19,8,21,11,0,23,26
"Granville village, New York: Summary level: 160, state:36> place:30026",578,39758,23046,1146,105,197,71,52,70,39,42,72,51,98,95,124,70,53,7,0
"Victory village, New York: Summary level: 160, state:36> place:77431",989,66250,24544,204,0,12,4,4,19,4,14,13,4,22,12,47,24,12,13,0
"Bay Shore CDP, New York: Summary level: 160, state:36> place:04935",1504,76808,33166,9081,378,538,303,304,361,305,312,139,268,672,873,1138,890,646,1033,921
"Calverton CDP, New York: Summary level: 160, state:36> place:11781",2152,52485,34939,3330,191,236,296,110,90,186,178,133,77,387,236,473,201,278,91,167
"Commack CDP, New York: Summary level: 160, state:36> place:17530",1786,131616,52393,11978,260,196,297,257,229,232,282,239,173,475,677,1139,1193,1137,2121,3071
"Dering Harbor village, New York: Summary level: 160, state:36> place:20379",-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Hampton village, New York: Summary level: 160, state:36> place:22183",2458,90750,113203,517,30,15,34,6,24,8,3,17,22,36,44,23,27,38,22,168
"Islandia village, New York: Summary level: 160, state:36> place:37840",1947,95379,34417,960,37,18,11,24,33,16,36,21,21,26,74,201,110,96,141,95
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",1840,105709,47071,3894,102,95,112,123,67,123,63,80,120,103,271,564,442,345,503,781
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",-666666666,98409,45978,408,37,0,0,16,53,0,0,0,0,49,28,28,18,32,114,33
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",1664,70288,34737,4146,247,105,192,151,150,153,173,188,202,292,384,561,425,430,296,197
"North Babylon CDP, New York: Summary level: 160, state:36> place:51440",2001,99722,42137,5646,238,70,166,120,178,99,176,144,181,378,346,733,844,571,668,734
"North Bellport CDP, New York: Summary level: 160, state:36> place:51528",2143,66364,26962,3530,406,76,146,137,86,180,172,87,177,192,365,429,215,244,413,205
"Ocean Beach village, New York: Summary level: 160, state:36> place:54430",-666666666,-666666666,54038,14,5,0,1,0,0,0,0,0,1,0,0,1,2,3,1,0
"Endicott village, New York: Summary level: 160, state:36> place:24515",718,37920,22137,5697,521,563,506,430,366,280,279,252,214,393,563,673,410,167,49,31
"Endwell CDP, New York: Summary level: 160, state:36> place:24526",712,58877,33505,5207,264,292,206,241,266,250,278,196,206,475,402,659,651,326,326,169
"Amenia CDP, New York: Summary level: 160, state:36> place:01682",1004,54167,27451,444,46,0,9,0,25,57,21,10,40,21,29,72,79,9,26,0
"Brinckerhoff CDP, New York: Summary level: 160, state:36> place:08334",1488,89100,42479,968,37,0,66,11,13,43,36,0,35,84,51,206,170,81,75,60
"Dover Plains CDP, New York: Summary level: 160, state:36> place:20841",838,36591,25909,544,57,16,79,37,0,69,32,42,0,99,0,73,6,6,28,0
"Fairview CDP (Dutchess County), New York: Summary level: 160, state:36> place:25109",1170,76042,29203,1759,101,155,58,65,109,88,65,34,35,52,105,185,258,174,195,80
"Millerton village, New York: Summary level: 160, state:36> place:47361",958,54375,32779,416,23,19,37,11,36,14,44,12,0,29,45,80,13,20,12,21
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",-666666666,68750,35509,158,8,28,0,0,0,0,12,0,0,10,26,9,38,8,11,8
"Avon village, New York: Summary level: 160, state:36> place:03353",729,71471,31056,1328,71,74,53,37,53,36,67,52,29,94,118,257,172,156,41,18
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",1321,93611,54164,1940,117,0,22,0,35,147,0,42,43,172,68,385,228,130,314,237
"Melville CDP, New York: Summary level: 160, state:36> place:46514",2276,124116,65454,6681,191,116,142,117,231,143,215,129,153,335,530,634,419,489,1016,1821
"Liverpool village, New York: Summary level: 160, state:36> place:42884",877,58594,35000,1098,58,39,47,46,74,64,49,28,77,76,184,114,98,72,53,19
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",950,47672,25342,2419,82,125,179,160,189,107,123,155,137,248,312,354,141,51,8,48
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",1636,120500,57833,1712,50,32,59,70,35,11,15,35,27,45,112,136,245,111,209,520
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",1830,78770,59581,3831,178,181,36,185,233,249,98,97,45,210,312,492,457,272,248,538
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",2875,250001,110373,583,37,0,9,4,4,8,0,7,0,20,21,36,31,24,21,361
"Long Beach city, New York: Summary level: 160, state:36> place:43335",1842,93722,52043,14366,455,372,394,511,592,508,427,345,326,751,1259,1682,1422,1295,1940,2087
"Muttontown village, New York: Summary level: 160, state:36> place:49330",-666666666,220694,129702,1209,52,17,6,13,0,0,0,0,17,16,92,38,72,48,148,690
"North Lynbrook CDP, New York: Summary level: 160, state:36> place:53231",-666666666,140208,49477,137,0,0,0,0,9,0,0,0,0,7,0,18,28,34,9,32
"North Wantagh CDP, New York: Summary level: 160, state:36> place:53792",1011,126029,49217,4112,41,133,52,99,86,126,77,154,71,185,266,375,377,551,607,912
"Old Bethpage CDP, New York: Summary level: 160, state:36> place:54551",300,136538,59819,1908,70,53,57,78,62,40,18,39,25,92,125,130,141,100,253,625
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",538,99026,42715,4399,139,185,78,195,128,70,81,136,140,193,319,562,448,343,634,748
"Brentwood CDP, New York: Summary level: 160, state:36> place:08026",1458,76672,23402,13677,609,264,545,446,351,511,519,511,562,1100,1270,1962,1523,1155,1413,936
"Cutchogue CDP, New York: Summary level: 160, state:36> place:19466",1621,93496,47249,1245,11,9,12,27,24,56,20,78,18,105,79,274,194,95,69,174
"Eastport CDP, New York: Summary level: 160, state:36> place:22810",1304,108580,45350,702,7,0,0,0,70,11,0,0,25,43,61,92,146,108,75,64
"Napeague CDP, New York: Summary level: 160, state:36> place:49424",-666666666,-666666666,87774,53,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,18
"North Patchogue CDP, New York: Summary level: 160, state:36> place:53319",1541,100731,34982,2397,90,66,151,28,27,183,15,37,30,163,149,225,464,266,364,139
"Northport village, New York: Summary level: 160, state:36> place:53396",1588,115068,62820,2999,107,15,82,195,27,102,98,34,86,175,134,286,331,146,410,771
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",1734,115513,44063,8476,211,143,90,182,157,141,161,207,96,288,758,1142,1067,956,1328,1549
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",1496,63750,21140,2744,172,79,103,108,169,177,81,166,83,221,210,357,310,110,210,188
"Armonk CDP, New York: Summary level: 160, state:36> place:02649",2568,195982,96261,1458,17,10,10,30,10,28,51,21,24,18,63,39,126,95,212,704
"Crompond CDP, New York: Summary level: 160, state:36> place:19092",2147,133482,56567,787,7,0,15,6,11,7,0,0,7,28,53,50,182,62,143,216
"Dobbs Ferry village, New York: Summary level: 160, state:36> place:20698",1850,138477,69859,3671,66,77,36,56,68,91,75,50,28,275,119,324,308,414,511,1173
"Asharoken village, New York: Summary level: 160, state:36> place:02737",3501,245417,139690,173,6,2,3,3,0,3,0,6,0,0,5,20,5,10,7,103
"Baiting Hollow CDP, New York: Summary level: 160, state:36> place:04055",2113,95662,56452,657,17,22,5,7,15,26,11,8,22,55,18,135,83,48,63,122
"Marathon village, New York: Summary level: 160, state:36> place:45392",550,49837,24141,339,8,30,9,22,13,17,6,32,34,30,44,48,27,14,4,1
"Baldwin Harbor CDP, New York: Summary level: 160, state:36> place:04154",2892,118194,46741,2477,41,52,7,97,21,61,53,27,44,122,229,258,316,162,360,627
"Altamont village, New York: Summary level: 160, state:36> place:01517",897,73333,39520,690,27,23,33,6,4,32,42,37,26,42,87,48,53,59,108,63
"Blasdell village, New York: Summary level: 160, state:36> place:06849",686,48940,25838,1183,89,50,118,48,84,58,51,49,64,66,109,243,97,33,24,0
"Buffalo city, New York: Summary level: 160, state:36> place:11000",757,35893,23397,110701,14984,11298,7495,7747,6457,6322,5393,5610,4207,7982,8325,10225,5731,3385,3131,2409
"Kenmore village, New York: Summary level: 160, state:36> place:39232",740,65197,34733,7009,295,384,295,384,201,457,200,299,284,468,771,936,1080,450,303,202
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",2244,107344,43145,1149,19,34,52,8,9,68,22,8,68,68,87,115,114,91,191,195
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",1548,128684,54979,548,36,0,0,0,0,49,33,0,0,44,23,53,27,54,77,152
"New Rochelle city, New York: Summary level: 160, state:36> place:50617",1494,80918,46679,28073,1181,1276,1078,1038,1016,928,672,1138,861,1926,2238,2763,2861,1906,2438,4753
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",1455,119737,49978,622,11,0,0,0,6,33,0,23,11,47,47,72,78,82,46,166
"Perry village, New York: Summary level: 160, state:36> place:57243",716,50347,23091,1404,50,127,15,87,118,72,47,98,78,147,163,252,69,42,31,8
"Dryden village, New York: Summary level: 160, state:36> place:20951",808,62961,33706,861,44,52,48,27,23,72,20,31,18,73,91,91,70,49,108,44
"Fonda village, New York: Summary level: 160, state:36> place:26462",598,60167,22988,284,7,26,25,8,21,13,20,16,0,5,36,42,47,4,7,7
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",660,35381,19887,708,77,41,46,48,91,42,84,32,21,67,44,37,36,26,7,9
"Constantia CDP, New York: Summary level: 160, state:36> place:17893",623,61800,45645,566,0,16,25,42,18,26,32,32,47,27,83,95,42,31,24,26
"Angola on the Lake CDP, New York: Summary level: 160, state:36> place:02220",885,48839,34207,796,47,12,80,16,51,23,67,52,63,84,43,86,44,75,10,43
"Baxter Estates village, New York: Summary level: 160, state:36> place:04803",1601,115417,72554,451,14,5,16,45,14,11,9,14,24,16,22,28,21,26,45,141
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",550,50313,33840,271,0,35,15,9,9,10,26,21,10,13,24,30,26,16,24,3
"Williamsville village, New York: Summary level: 160, state:36> place:82084",984,62168,38321,2431,117,104,71,91,71,101,169,112,47,290,243,326,236,141,211,101
"Bridgewater CDP, New York: Summary level: 160, state:36> place:08169",750,44671,18838,177,9,7,8,14,16,6,12,19,13,19,14,20,6,9,2,3
"Clifton Springs village, New York: Summary level: 160, state:36> place:16375",631,42857,27423,942,87,48,106,61,45,51,39,40,17,59,101,89,100,50,38,11
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",1993,120475,64320,7053,282,255,166,121,98,100,99,217,225,324,500,674,559,623,1060,1750
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",1751,89472,33953,10017,445,320,314,270,294,72,410,426,275,599,958,1351,975,846,1372,1090
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",1192,215962,127096,1234,37,7,0,6,17,13,12,6,14,44,61,117,79,61,90,670
"Northville CDP, New York: Summary level: 160, state:36> place:53775",-666666666,93326,37515,583,0,0,0,0,20,0,42,0,60,0,94,139,116,95,0,17
"Northwest Harbor CDP, New York: Summary level: 160, state:36> place:53852",831,163929,115991,1654,38,28,68,31,0,60,27,34,65,52,80,94,102,91,246,638
"Old Field village, New York: Summary level: 160, state:36> place:54617",-666666666,208438,132078,301,4,10,2,2,6,0,0,2,2,7,2,18,14,30,45,157
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",1777,142928,63947,4865,81,0,131,57,51,43,70,124,136,229,319,487,406,394,872,1465
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",2500,142742,63815,132,10,2,0,0,0,0,0,7,0,12,9,2,11,43,14,22
"Cattaraugus village, New York: Summary level: 160, state:36> place:13024",486,44667,22277,418,36,31,43,25,9,36,12,19,30,54,25,53,22,20,3,0
"South Dayton village, New York: Summary level: 160, state:36> place:68891",688,43977,19827,277,23,24,5,30,15,12,13,21,13,43,34,31,2,8,3,0
"West Carthage village, New York: Summary level: 160, state:36> place:79499",864,39100,22150,718,84,66,69,45,48,19,37,21,57,46,86,92,40,0,8,0
"Speculator village, New York: Summary level: 160, state:36> place:70123",775,71000,33094,72,3,4,0,2,4,2,2,0,5,1,20,11,2,1,2,13
"Fleischmanns village, New York: Summary level: 160, state:36> place:26209",703,39375,27572,98,6,6,12,0,5,11,11,4,7,7,4,7,0,8,10,0
"Ballston Spa village, New York: Summary level: 160, state:36> place:04253",1001,65445,34407,2272,142,119,48,113,63,12,74,163,102,212,283,304,170,213,149,105
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",764,84185,38256,1268,29,16,62,12,16,27,40,35,53,32,198,289,181,122,84,72
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",-666666666,211250,105119,143,0,0,0,0,0,0,1,0,2,2,2,10,15,3,32,76
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",2044,161771,70582,4682,190,29,37,44,74,97,45,55,76,64,215,368,473,457,725,1733
"Lawrence village, New York: Summary level: 160, state:36> place:41553",1692,142500,84675,2162,47,17,14,45,63,14,0,59,77,245,165,154,138,109,184,831
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",2303,89492,47805,2457,93,73,25,48,149,24,128,136,94,159,117,322,247,233,280,329
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",2177,154770,62434,6906,118,81,131,104,113,165,79,82,88,159,285,596,672,579,1349,2305
"Mineola village, New York: Summary level: 160, state:36> place:47636",1627,96250,46357,7456,211,93,103,116,208,169,405,190,98,348,646,1294,929,671,1078,897
"New Cassel CDP, New York: Summary level: 160, state:36> place:50067",1533,88750,24547,3290,257,113,136,103,28,120,120,111,119,114,295,446,323,247,421,337
"North Hills village, New York: Summary level: 160, state:36> place:53022",1557,137423,93618,2658,21,20,57,97,72,20,54,0,62,103,171,321,264,226,344,826
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",764,63968,31616,1068,8,38,55,28,22,98,52,81,29,59,219,108,125,128,8,10
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",488,42344,17620,279,21,13,31,20,25,16,6,22,16,24,19,42,16,2,4,2
"Castorland village, New York: Summary level: 160, state:36> place:12881",669,34375,19968,119,12,6,24,10,3,5,2,1,7,4,12,20,5,3,2,3
"Livonia village, New York: Summary level: 160, state:36> place:42950",692,64514,29847,527,3,38,30,28,24,15,36,17,12,32,70,83,53,28,44,14
"Norwood village, New York: Summary level: 160, state:36> place:54012",684,48229,24760,711,46,35,55,46,39,54,29,42,18,76,75,120,49,8,13,6
"Binghamton city, New York: Summary level: 160, state:36> place:06607",721,31905,22293,19873,2704,2060,1836,1590,1361,859,906,775,798,1393,1697,1761,872,559,310,392
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",667,35125,21762,390,32,21,31,20,49,41,22,28,7,24,23,44,26,5,14,3
"Bergen village, New York: Summary level: 160, state:36> place:06046",744,65000,27647,426,8,1,37,29,8,15,25,22,25,31,54,71,43,27,28,2
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",-666666666,113750,76361,28,0,0,0,0,7,0,0,2,0,0,2,3,0,3,2,9
"Apalachin CDP, New York: Summary level: 160, state:36> place:02308",629,58317,30533,528,9,34,69,19,62,17,6,21,10,52,68,43,71,7,14,26
"Newark Valley village, New York: Summary level: 160, state:36> place:49902",660,54500,24032,388,11,8,25,32,20,11,35,26,14,26,41,53,43,26,6,11
"Cairo CDP, New York: Summary level: 160, state:36> place:11638",888,42292,23028,439,30,89,45,37,6,0,7,6,33,34,29,94,17,0,12,0
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",946,85365,42944,393,0,46,9,9,34,10,0,29,0,19,0,95,15,65,24,38
"Poland village, New York: Summary level: 160, state:36> place:58937",825,52188,28973,143,10,0,22,2,1,8,2,20,3,18,1,22,15,7,8,4
"Crown Heights CDP, New York: Summary level: 160, state:36> place:19229",1317,82798,34794,1053,0,11,14,21,38,55,69,20,39,121,67,264,106,71,118,39
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",1309,76991,37630,1351,20,41,39,5,58,104,25,106,30,94,132,190,197,103,106,101
"Pawling village, New York: Summary level: 160, state:36> place:56814",861,69479,38259,897,33,37,35,58,26,58,62,5,10,25,152,92,57,61,139,47
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",-666666666,104286,43015,1236,23,0,27,56,33,14,21,29,66,63,104,162,217,64,260,97
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",1389,91950,32305,1792,66,22,17,51,8,53,45,103,19,146,158,293,135,158,238,280
"Mount Ivy CDP, New York: Summary level: 160, state:36> place:48879",1620,74790,36048,2648,33,105,169,57,151,118,63,138,120,98,281,357,363,118,282,195
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",-666666666,43500,28381,118,0,4,0,3,19,22,6,8,6,11,3,10,19,0,3,4
"Shortsville village, New York: Summary level: 160, state:36> place:67257",691,65875,32412,517,43,9,10,22,15,26,30,21,35,25,59,82,56,53,15,16
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",-666666666,82500,26326,230,27,9,0,0,10,9,10,0,8,16,18,39,48,18,18,0
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",725,71607,27013,93,0,15,0,0,4,4,0,0,2,12,14,21,5,11,5,0
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",-666666666,37222,29723,146,10,13,22,0,9,11,9,0,7,11,12,17,0,25,0,0
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",1513,46571,25402,291,0,5,20,29,14,25,10,18,44,40,30,15,6,5,19,11
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",942,50000,28898,372,22,4,22,34,6,4,23,49,22,41,45,42,26,19,0,13
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",1787,92083,40078,620,22,37,6,0,22,40,0,64,0,0,50,90,50,124,43,72
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",734,48365,29063,2489,143,171,202,131,104,105,120,154,174,238,191,336,190,82,98,50
"Albion village, New York: Summary level: 160, state:36> place:01033",658,40162,24110,2274,80,202,222,124,179,186,137,136,24,250,119,176,237,90,49,63
"Medina village, New York: Summary level: 160, state:36> place:46415",702,39710,22678,2691,318,208,196,199,209,70,157,125,154,206,315,150,268,73,26,17
"Baywood CDP, New York: Summary level: 160, state:36> place:05039",1820,84414,29639,2187,61,78,101,57,54,50,20,100,58,169,223,314,303,216,245,138
"Brightwaters village, New York: Summary level: 160, state:36> place:08323",1244,122857,58598,1144,11,5,17,47,16,27,42,18,12,98,38,125,122,125,174,267
"Brookhaven CDP, New York: Summary level: 160, state:36> place:09000",1352,82353,39019,1124,60,39,30,25,13,18,18,10,64,137,126,80,116,110,117,161
"East Patchogue CDP, New York: Summary level: 160, state:36> place:22733",1407,76655,36062,8248,437,368,274,267,361,354,224,240,401,453,698,1107,978,513,868,705
"Ames village, New York: Summary level: 160, state:36> place:01737",-666666666,73750,35031,52,2,1,3,2,4,0,0,5,2,4,3,7,9,5,0,5
"Fultonville village, New York: Summary level: 160, state:36> place:27859",785,47868,23634,251,17,16,15,14,5,12,28,15,18,10,33,42,10,6,10,0
"Duanesburg CDP, New York: Summary level: 160, state:36> place:20995",-666666666,139191,46085,127,0,0,0,0,19,0,0,0,0,0,0,0,33,17,58,0
"Fair Haven village, New York: Summary level: 160, state:36> place:24988",720,61154,38791,402,19,10,4,41,19,15,10,27,25,25,53,53,42,17,20,22
"Morrisonville CDP, New York: Summary level: 160, state:36> place:48538",984,71875,31110,577,36,0,0,54,0,34,0,46,34,25,72,114,53,45,32,32
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",608,58021,31749,1009,54,54,95,51,44,46,18,65,37,69,114,145,110,33,48,26
"Cohoes city, New York: Summary level: 160, state:36> place:16749",908,52042,28410,7484,491,494,359,617,247,274,372,412,320,845,866,968,567,240,353,59
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",1708,143534,61374,8913,288,122,195,194,180,111,133,186,160,180,539,764,843,747,1437,2834
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",1874,109519,58805,1229,22,80,54,38,31,15,50,36,12,35,63,152,83,99,131,328
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",-666666666,208750,91394,326,2,0,12,7,14,4,0,2,0,23,2,22,21,5,47,165
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",-666666666,153295,62742,1433,16,12,22,17,38,45,13,29,26,78,137,105,102,73,162,558
"Thomaston village, New York: Summary level: 160, state:36> place:73605",2303,119485,62171,949,80,22,0,20,19,13,38,15,31,21,54,61,104,64,129,278
"Clayville village, New York: Summary level: 160, state:36> place:16111",753,50536,26505,105,7,15,4,2,6,8,0,3,6,22,11,6,3,3,1,8
"New Hartford village, New York: Summary level: 160, state:36> place:50298",1033,68950,39671,769,42,46,42,44,34,16,19,16,11,64,68,116,106,34,64,47
"Vernon village, New York: Summary level: 160, state:36> place:77112",657,49063,28140,502,27,28,76,31,14,9,10,36,23,29,53,72,35,19,40,0
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",736,41906,27725,1714,133,34,57,36,249,201,54,157,33,291,91,267,51,30,16,14
"Fairmount CDP, New York: Summary level: 160, state:36> place:25043",1039,62156,31078,4134,128,101,191,194,295,97,118,176,217,481,489,634,363,300,218,132
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",924,52603,32197,1885,81,17,65,73,96,187,197,142,0,246,139,274,186,95,75,12
"Bay Park CDP, New York: Summary level: 160, state:36> place:04891",2235,81477,39884,647,13,36,13,14,37,23,13,42,0,109,7,32,108,56,94,50
"McGraw village, New York: Summary level: 160, state:36> place:44193",661,53864,24404,356,7,22,26,18,16,13,22,16,24,33,54,72,21,7,5,0
"Munsons Corners CDP, New York: Summary level: 160, state:36> place:49242",816,43773,22463,1108,66,159,76,77,43,40,34,86,47,139,60,99,46,62,38,36
"Barnum Island CDP, New York: Summary level: 160, state:36> place:04550",-666666666,96563,42362,922,67,80,9,15,19,54,23,34,8,9,51,107,76,153,122,95
"Bellerose village, New York: Summary level: 160, state:36> place:05639",-666666666,165750,59646,399,13,19,11,8,2,3,4,9,0,10,28,35,23,26,58,150
"Bellmore CDP, New York: Summary level: 160, state:36> place:05738",1689,132927,50721,5384,68,112,110,61,162,108,59,201,47,204,240,654,462,521,1106,1269
"East Rockaway village, New York: Summary level: 160, state:36> place:22876",1835,99715,50217,3761,53,165,107,97,119,58,74,104,166,218,355,371,280,340,507,747
"Garden City Park CDP, New York: Summary level: 160, state:36> place:28189",2023,114375,42004,2502,43,21,109,126,28,63,22,118,52,106,122,270,272,266,464,420
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",-666666666,119750,54891,395,5,0,8,8,0,0,29,7,9,9,57,45,21,46,49,102
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",1909,108350,40702,13296,332,251,350,265,400,194,290,316,425,638,904,1765,1669,1373,2102,2022
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",2188,145625,98233,632,7,3,7,10,3,0,14,17,15,28,72,46,74,23,61,252
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",2066,119426,41519,16391,264,292,279,327,289,269,483,334,401,458,1404,2113,1951,2092,2859,2576
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",1859,123448,63605,1246,32,63,55,18,8,27,83,23,0,31,111,103,87,122,164,319
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",1758,97206,46003,7168,143,127,112,273,229,257,226,163,123,513,575,882,728,655,911,1251
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",1426,133456,72973,2744,173,63,61,40,9,79,80,67,103,63,143,223,210,116,368,946
"North Valley Stream CDP, New York: Summary level: 160, state:36> place:53748",1828,113355,36573,5570,58,61,128,69,138,106,166,184,199,243,421,585,1001,753,813,645
"Old Brookville village, New York: Summary level: 160, state:36> place:54562",2607,209375,122938,550,6,16,9,15,22,2,0,0,10,13,22,39,45,34,28,289
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",1962,96198,62839,2675,96,93,124,32,43,52,21,203,68,236,124,398,210,193,235,547
"Oswego city, New York: Summary level: 160, state:36> place:55574",766,39585,26754,7551,862,629,418,440,535,449,491,289,296,426,686,773,369,426,190,272
"Parish village, New York: Summary level: 160, state:36> place:56341",681,63333,28496,182,4,3,10,18,11,6,8,3,16,10,30,22,10,12,11,8
"Pulaski village, New York: Summary level: 160, state:36> place:59960",659,35795,23270,933,79,57,85,63,76,89,74,14,45,75,77,69,58,51,13,8
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",-666666666,31429,14813,200,0,0,0,28,56,51,16,0,8,0,14,12,8,0,7,0
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",1231,65085,37509,816,18,28,49,8,43,23,63,48,42,53,115,150,54,58,42,22
"Cheektowaga CDP, New York: Summary level: 160, state:36> place:15000",825,52705,29314,33144,1770,1651,1655,1897,1996,1741,1700,1861,1399,3266,3942,4207,3038,1416,1118,487
"Nelsonville village, New York: Summary level: 160, state:36> place:49781",1516,105417,48551,238,0,4,8,0,12,2,13,14,0,17,22,21,24,16,32,53
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",1771,143105,76668,3369,75,36,71,37,16,78,17,20,118,162,145,358,287,288,429,1232
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",1734,78278,60773,2741,171,25,61,106,46,83,137,98,86,197,259,360,216,66,313,517
"Elma Center CDP, New York: Summary level: 160, state:36> place:24141",1068,89911,42214,1203,0,16,65,30,113,76,46,45,28,44,92,104,152,182,76,134
"Middleport village, New York: Summary level: 160, state:36> place:46998",636,44432,23809,726,28,29,67,47,59,43,31,69,49,64,53,88,53,14,9,23
"Avoca village, New York: Summary level: 160, state:36> place:03331",643,51875,22641,362,18,18,12,16,8,26,28,17,35,42,45,55,16,17,5,4
"Montauk CDP, New York: Summary level: 160, state:36> place:48054",2302,95278,48676,1380,38,20,25,36,20,26,0,52,8,47,176,290,97,145,163,237
"Bloomingburg village, New York: Summary level: 160, state:36> place:06959",858,32417,20347,143,17,17,20,3,0,25,4,0,0,6,13,9,12,7,10,0
